,X.x,kingdom,phylum,class,order,family,genus,scientific_name,sl_mm,sl_sex,sl_ref,tl_mm,tl_sex,tl_ref,fl_mm,fl_sex,fl_ref,dw_mm,dw_sex,dw_ref,max_weight_g,max_weight_ref,benthic,pelagic,benthopelagic,bathypelagic,pelagic.neritic,pelagic.oceanic,demersal,reef.associated,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non.migratory,freshwater,brackish,marine,use_fisheries,use_aquaculture,use_gamefish,use_bait,use_aquarium,use_ref,phylo_div,phylo_div_ref,troph_level,troph_level_se,troph_level_ref,resil,resil_ref,resil_K,resil_tm,resil_tmax,resil_fec,vulnerab,vulnerab_ref,price,price_ref,main_ref,IUCN_Status,Harvesting,Pollution,Energy_Production_and_Mining,Natural_System_Modification,Invasive_Species_and_Disease,Climate_Change,Development,Human_Disturbance,Transportation,Aquaculture_and_Agriculture,Other,Geological_Events
4134,4134,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Oxyurichthys,Oxyurichthys takagi,45,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,less than 15 months,120179,,,,,11,59153,,NA,28614,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4135,4135,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Silhouettea,Silhouettea dotui,40,male/unsexed,559,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.501,82805,3.2,0.3,69278,less than 15 months,120179,,,,,10,59153,,NA,559,LC,0,0,0,1,0,0,0,0,0,0,0,0
4136,4136,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Silhouettea,Silhouettea evanida,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.501,82805,3.2,0.3,69278,less than 15 months,120179,,,,,10,59153,,NA,42915,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137,4137,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Silhouettea,Silhouettea indica,35,male/unsexed,4833,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,of no interest,,,,,4833,0.501,82805,3.2,0.3,69278,less than 15 months,120179,,,,,10,59153,,NA,4833,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4138,4138,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Thorogobius,Thorogobius angolensis,107,male/unsexed,5299,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5156,82805,3.4,0.3,69278,less than 15 months,120179,,,,,24,59153,,NA,5299,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4139,4139,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Thorogobius,Thorogobius rofeni,NA,,NA,85,male/unsexed,5299,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5156,82805,3.3,0.3,69278,less than 15 months,120179,,,,,15,59153,,NA,5299,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4140,4140,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Plectorhinchus,Plectorhinchus ceylonensis,NA,,NA,440,male/unsexed,3412,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,3412,0.5,82805,3.7,0.6,69278,1.4 - 4.4 years,120179,,,,,37,59153,medium,80766,3412,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4141,4141,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Plectorhinchus,Plectorhinchus macrolepis,NA,,NA,450,male/unsexed,5476,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,commercial,,,,,2683,0.5,82805,3.7,0.6,69278,1.4 - 4.4 years,120179,,,,,37,59153,medium,80766,6946,LC,1,1,0,0,0,0,1,0,0,0,0,0
4142,4142,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Plectorhinchus,Plectorhinchus polytaenia,NA,,NA,500,male/unsexed,48635,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,9137,0.5,82805,4,0.66,69278,1.4 - 4.4 years,120179,,,,,41,59153,medium,80766,3412,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4143,4143,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys aheneus,NA,,NA,270,male/unsexed,11441,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,30,59153,,NA,11441,LC,1,0,0,0,0,0,0,0,0,0,0,0
4144,4144,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys argyreus,NA,,NA,400,male/unsexed,3412,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,commercial,,,,,3412,0.5,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,36,59153,medium,80766,3412,LC,1,0,0,0,0,0,0,0,0,0,0,0
4145,4145,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys branickii,NA,,NA,300,male/unsexed,9114,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,minor commercial,,,,,9114,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,31,59153,medium,80766,9114,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4146,4146,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys empherus,NA,,NA,210,male/unsexed,9114,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,of no interest,,,,,9114,0.5,82805,3.4,0.5,69278,less than 15 months,120179,,,,,25,59153,,NA,9114,DD,1,0,0,0,0,0,1,0,0,0,0,0
4147,4147,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys jubelini,NA,,NA,600,male/unsexed,2135,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,minor commercial,,,,,4931,0.5,82805,3.3,0.5,69278,1.4 - 4.4 years,120179,,,,,36,59153,high,80766,57395,LC,1,0,0,0,0,0,0,0,0,0,0,0
4148,4148,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys panamensis,NA,,NA,390,male/unsexed,55763,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,9114,0.5,82805,3.8,0.7,69278,1.4 - 4.4 years,120179,,,,,35,59153,medium,80766,9114,LC,1,0,0,0,0,0,0,0,0,0,0,0
4149,4149,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys perotaei,NA,,NA,360,male/unsexed,5476,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,commercial,,,,,2683,0.5,82805,3.3,0.49,69278,1.4 - 4.4 years,120179,,,,,34,59153,medium,80766,6946,LC,1,0,0,0,0,0,0,0,0,0,0,0
4150,4150,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys punctulatus,NA,,NA,300,male/unsexed,11441,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,31,59153,,NA,11441,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4151,4151,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys rogerii,NA,,NA,600,male/unsexed,7376,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,commercial,,,,,2683,0.5,82805,3.6,0.5,69278,1.4 - 4.4 years,120179,,,,,47,59153,medium,80766,6946,LC,1,0,0,0,0,0,0,0,0,0,0,0
4152,4152,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys schyrii,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,48,59153,,NA,46206,DD,1,0,1,0,0,0,1,0,0,0,0,0
4153,4153,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,Pomadasys taeniatus,NA,,NA,250,male/unsexed,11441,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,29,59153,,NA,11441,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4154,4154,Animalia,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus elegans,NA,,NA,530,male/unsexed,55763,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,9310,0.5,82805,2.9,0.32,69278,1.4 - 4.4 years,120179,,,,,42,59153,high,80766,95491,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4155,4155,Animalia,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus lutescens,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,2,0,69278,4.5 - 14 years,120179,,,,,65,59153,,NA,9310,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4156,4156,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus cylindriatus,142,male/unsexed,75973,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,less than 15 months,120179,,,,,28,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4157,4157,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus diplotaenia,NA,,NA,760,male/unsexed,5592,NA,,NA,NA,NA,NA,9000,5592,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.4,0.46,69278,4.5 - 14 years,120179,,,,,61,59153,,NA,5592,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4158,4158,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus eclancheri,NA,,NA,610,male/unsexed,5592,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,commercial,,0.5,82805,2.7,0.24,69278,4.5 - 14 years,120179,,,,,55,59153,,NA,5590,LC,1,0,0,0,0,1,0,0,0,0,0,0
4159,4159,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus frenchii,NA,,NA,450,male/unsexed,9002,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,more than 14 years,120179,,,,,66,59153,,NA,9002,NT,1,0,0,0,0,0,0,0,0,0,0,0
4160,4160,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus insularis,NA,,NA,330,male/unsexed,3637,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,3637,0.5,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,36,59153,very high,80766,3637,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4161,4161,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus izuensis,100,male/unsexed,43239,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5,82805,3.4,0.44,69278,less than 15 months,120179,,,,,22,59153,,NA,75973,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4162,4162,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus loxozonus,NA,,NA,470,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,commercial,9823;9823,0.5,82805,3.6,0.5,69278,1.4 - 4.4 years,120179,,,,,44,59153,very high,80766,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4163,4163,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus masudai,120,male/unsexed,43239,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.37,69278,less than 15 months,120179,,,,,25,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4164,4164,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus mesothorax,NA,,NA,250,male/unsexed,30874,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.2,0.36,69278,1.4 - 4.4 years,120179,,,,,32,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,4165,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus neilli,NA,,NA,200,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,27115,0.5,82805,3.4,0.44,69278,1.4 - 4.4 years,120179,,,,,29,59153,,NA,9710,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4166,4166,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus oxycephalus,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,43,59153,,NA,75973,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4167,4167,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus prognathus,179,male/unsexed,13850,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,32,59153,,NA,13850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4168,4168,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus pulchellus,NA,,NA,285,male/unsexed,9626,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,commercial,6077,0.5,82805,3.6,0.48,69278,1.4 - 4.4 years,120179,,,,,33,59153,very high,80766,75973,LC,1,0,0,0,0,0,0,0,0,0,0,0
4169,4169,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus rufus,NA,,NA,400,male/unsexed,9626,NA,,NA,NA,NA,NA,1020,40637,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,commercial,6077,0.5,82805,3.7,0.2,69278,1.4 - 4.4 years,120179,,,,,38,59153,very high,80766,7251,LC,1,1,0,0,0,0,0,0,0,0,0,0
4170,4170,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus sanguineus,190,male/unsexed,26145,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,34,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4171,4171,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus thoracotaeniatus,148,male/unsexed,75973,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,less than 15 months,120179,,,,,29,59153,,NA,75973,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4172,4172,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus trilineatus,NA,,NA,280,male/unsexed,30573,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,1.4 - 4.4 years,120179,,,,,33,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4173,4173,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus unimaculatus,NA,,NA,450,male/unsexed,9002,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.6,0.5,69278,1.4 - 4.4 years,120179,,,,,52,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4174,4174,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,Bodianus vulpinus,435,male/unsexed,28618,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.37,69278,4.5 - 14 years,120179,,,,,54,59153,,NA,75973,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4175,4175,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris atlantica,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,46,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4176,4176,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris auricularis,NA,,NA,400,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,50,59153,,NA,33411,LC,1,0,0,0,0,0,0,0,0,0,0,0
4177,4177,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris aurilineata,NA,,NA,140,male/unsexed,2334,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,24,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4178,4178,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris ballieui,NA,,NA,300,male/unsexed,26145,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,5358,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,35,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4179,4179,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris bulbifrons,NA,,NA,600,male/unsexed,9710,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.3,0.51,69278,4.5 - 14 years,120179,,,,,57,59153,,NA,33411,VU,1,0,0,0,0,0,0,0,0,0,0,0
4180,4180,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris centralis,92,male/unsexed,33411,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,20,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4181,4181,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris debueni,225,male/unsexed,33411,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,42,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4182,4182,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris dorsomacula,NA,,NA,200,male/unsexed,2334,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,2272,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,37,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4183,4183,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris flavovittata,508,male/unsexed,3921,NA,,NA,NA,,NA,NA,NA,NA,4620,40637,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,5358,0.5,82805,3.5,0,69278,4.5 - 14 years,120179,,,,,60,59153,,NA,33411,LC,1,0,0,0,0,0,0,0,0,0,0,0
4184,4184,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris hewetti,139,male/unsexed,33411,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.3,69278,less than 15 months,120179,,,,,28,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4185,4185,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris marquesensis,230,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,38,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4186,4186,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris musume,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,46,59153,,NA,35918,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4187,4187,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris nigrotaenia,311,,NA,435,male/unsexed,11441,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.4,69278,1.4 - 4.4 years,120179,,,,,42,59153,,NA,33411,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4188,4188,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris picta,NA,,NA,250,male/unsexed,2272,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,9210,0.5,82805,3.4,0.3,69278,1.4 - 4.4 years,120179,,,,,32,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4189,4189,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris pictoides,NA,,NA,150,male/unsexed,2272,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,0.5,82805,3.3,0.3,69278,less than 15 months,120179,,,,,24,59153,,NA,33411,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
